Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_count,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Genotype,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,treatment
SRR8641413,Postnatal week 10,RNA-Seq,120,7509000,PRJNA524496,SAMN11027344,4000862,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439703,Nos3-/-,GSM3631355,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631355,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641414,Postnatal week 10,RNA-Seq,120,7381080,PRJNA524496,SAMN11027343,3933361,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439704,Nos3-/-,GSM3631356,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631356,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641415,Postnatal week 10,RNA-Seq,120,7446960,PRJNA524496,SAMN11027399,3968808,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439705,Nos3-/-,GSM3631357,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631357,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641416,Postnatal week 10,RNA-Seq,120,6856440,PRJNA524496,SAMN11027398,3642431,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439706,Nos3-/-,GSM3631358,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631358,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641417,Postnatal week 10,RNA-Seq,120,6818880,PRJNA524496,SAMN11027397,3630222,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439707,Nos3-/-,GSM3631359,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631359,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641418,Postnatal week 10,RNA-Seq,120,10119600,PRJNA524496,SAMN11027396,5336831,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439708,Nos3-/-,GSM3631360,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631360,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641419,Postnatal week 10,RNA-Seq,120,4880160,PRJNA524496,SAMN11027395,2623949,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439709,Nos3-/-,GSM3631361,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631361,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641420,Postnatal week 10,RNA-Seq,120,5727960,PRJNA524496,SAMN11027394,3058300,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439710,Nos3-/-,GSM3631362,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631362,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641421,Postnatal week 10,RNA-Seq,120,5081040,PRJNA524496,SAMN11027393,2728364,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439711,Nos3-/-,GSM3631363,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631363,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641422,Postnatal week 10,RNA-Seq,120,3054720,PRJNA524496,SAMN11027392,1676778,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439712,Nos3-/-,GSM3631364,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631364,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641423,Postnatal week 10,RNA-Seq,120,2333280,PRJNA524496,SAMN11027391,1299693,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439713,Nos3-/-,GSM3631365,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631365,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641424,Postnatal week 10,RNA-Seq,120,2517960,PRJNA524496,SAMN11027390,1396916,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439714,Nos3-/-,GSM3631366,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631366,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641425,Postnatal week 10,RNA-Seq,120,6192720,PRJNA524496,SAMN11027389,3305659,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439715,Nos3-/-,GSM3631367,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631367,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641426,Postnatal week 10,RNA-Seq,120,6145200,PRJNA524496,SAMN11027388,3287065,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439716,Nos3-/-,GSM3631368,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631368,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641427,Postnatal week 10,RNA-Seq,120,6525600,PRJNA524496,SAMN11027387,3485001,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439717,Nos3-/-,GSM3631369,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631369,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641428,Postnatal week 10,RNA-Seq,120,5281440,PRJNA524496,SAMN11027386,2836047,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439718,Nos3-/-,GSM3631370,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631370,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641429,Postnatal week 10,RNA-Seq,120,23782200,PRJNA524496,SAMN11027385,12443361,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439719,Nos3-/-,GSM3631371,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631371,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641430,Postnatal week 10,RNA-Seq,120,20565960,PRJNA524496,SAMN11027384,10765834,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439720,Nos3-/-,GSM3631372,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631372,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641431,Postnatal week 10,RNA-Seq,120,18700080,PRJNA524496,SAMN11027383,9803800,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439721,Nos3-/-,GSM3631373,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631373,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641432,Postnatal week 10,RNA-Seq,120,11222280,PRJNA524496,SAMN11027382,5910549,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439722,Nos3-/-,GSM3631374,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631374,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641433,Postnatal week 10,RNA-Seq,120,18162720,PRJNA524496,SAMN11027381,9527664,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439723,Nos3-/-,GSM3631375,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631375,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641434,Postnatal week 10,RNA-Seq,120,18485040,PRJNA524496,SAMN11027380,9682247,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439724,Nos3-/-,GSM3631376,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631376,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641435,Postnatal week 10,RNA-Seq,120,21800760,PRJNA524496,SAMN11027379,11412560,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439725,Nos3-/-,GSM3631377,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631377,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641436,Postnatal week 10,RNA-Seq,120,17268480,PRJNA524496,SAMN11027378,9042524,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439726,Nos3-/-,GSM3631378,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631378,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641437,Postnatal week 10,RNA-Seq,120,15734760,PRJNA524496,SAMN11027377,8248656,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439727,Nos3-/-,GSM3631379,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631379,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641438,Postnatal week 10,RNA-Seq,120,16835160,PRJNA524496,SAMN11027376,8825585,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439728,Nos3-/-,GSM3631380,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631380,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641439,Postnatal week 10,RNA-Seq,120,20005680,PRJNA524496,SAMN11027436,10460434,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439729,Nos3-/-,GSM3631381,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631381,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641440,Postnatal week 10,RNA-Seq,120,19351680,PRJNA524496,SAMN11027435,9977443,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439730,Nos3-/-,GSM3631382,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631382,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641441,Postnatal week 10,RNA-Seq,120,17139600,PRJNA524496,SAMN11027434,8973806,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439731,Nos3-/-,GSM3631383,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631383,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641442,Postnatal week 10,RNA-Seq,120,15036240,PRJNA524496,SAMN11027433,7887129,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439732,Nos3-/-,GSM3631384,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631384,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641443,Postnatal week 10,RNA-Seq,120,12575880,PRJNA524496,SAMN11027695,6611924,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439733,Nos3-/-,GSM3631385,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631385,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641444,Postnatal week 10,RNA-Seq,120,7845360,PRJNA524496,SAMN11027743,4161439,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439734,Nos3-/-,GSM3631386,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631386,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641445,Postnatal week 10,RNA-Seq,120,2022720,PRJNA524496,SAMN11027742,1134309,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439735,Nos3-/-,GSM3631387,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631387,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641446,Postnatal week 10,RNA-Seq,120,10030920,PRJNA524496,SAMN11027741,5294160,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439736,Nos3-/-,GSM3631388,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631388,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641447,Postnatal week 10,RNA-Seq,120,17512560,PRJNA524496,SAMN11027740,9168188,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439737,Nos3-/-,GSM3631389,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631389,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641448,Postnatal week 10,RNA-Seq,120,21743040,PRJNA524496,SAMN11027739,11381406,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439738,Nos3-/-,GSM3631390,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631390,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641449,Postnatal week 10,RNA-Seq,120,18240360,PRJNA524496,SAMN11027738,9563871,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439739,Nos3-/-,GSM3631391,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631391,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641450,Postnatal week 10,RNA-Seq,120,15957360,PRJNA524496,SAMN11027737,8357348,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439740,Nos3-/-,GSM3631392,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631392,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641451,Postnatal week 10,RNA-Seq,120,16053000,PRJNA524496,SAMN11027736,8421229,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439741,Nos3-/-,GSM3631393,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631393,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641452,Postnatal week 10,RNA-Seq,120,18582000,PRJNA524496,SAMN11027735,9744889,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439742,Nos3-/-,GSM3631394,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631394,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641453,Postnatal week 10,RNA-Seq,120,15915120,PRJNA524496,SAMN11027734,8352419,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439743,Nos3-/-,GSM3631395,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631395,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641454,Postnatal week 10,RNA-Seq,120,11214600,PRJNA524496,SAMN11027733,5890167,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439744,Nos3-/-,GSM3631396,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631396,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641455,Postnatal week 10,RNA-Seq,120,11583720,PRJNA524496,SAMN11027732,6131307,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439745,Nos3-/-,GSM3631397,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631397,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641456,Postnatal week 10,RNA-Seq,120,9735720,PRJNA524496,SAMN11027731,5171782,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439746,Nos3-/-,GSM3631398,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631398,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641457,Postnatal week 10,RNA-Seq,120,6168600,PRJNA524496,SAMN11027730,3302756,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439747,Nos3-/-,GSM3631399,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631399,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641458,Postnatal week 10,RNA-Seq,120,10471560,PRJNA524496,SAMN11027729,5552723,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439748,Nos3-/-,GSM3631400,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631400,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641459,Postnatal week 10,RNA-Seq,120,12387840,PRJNA524496,SAMN11027728,6550806,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439749,Nos3-/-,GSM3631401,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631401,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641460,Postnatal week 10,RNA-Seq,120,9286680,PRJNA524496,SAMN11027727,4925794,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439750,Nos3-/-,GSM3631402,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631402,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641461,Postnatal week 10,RNA-Seq,120,9433440,PRJNA524496,SAMN11027726,5006232,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439751,Nos3-/-,GSM3631403,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631403,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641462,Postnatal week 10,RNA-Seq,120,8469720,PRJNA524496,SAMN11027725,4505319,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439752,Nos3-/-,GSM3631404,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631404,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641463,Postnatal week 10,RNA-Seq,120,8507400,PRJNA524496,SAMN11027724,4533624,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439753,Nos3-/-,GSM3631405,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631405,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641464,Postnatal week 10,RNA-Seq,120,10594920,PRJNA524496,SAMN11027723,5614550,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439754,Nos3-/-,GSM3631406,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631406,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641465,Postnatal week 10,RNA-Seq,120,9828240,PRJNA524496,SAMN11027722,5197474,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439755,Nos3-/-,GSM3631407,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631407,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641466,Postnatal week 10,RNA-Seq,120,9515880,PRJNA524496,SAMN11027721,5048141,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439756,Nos3-/-,GSM3631408,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631408,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641467,Postnatal week 10,RNA-Seq,120,7063080,PRJNA524496,SAMN11027720,3767816,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439757,Nos3-/-,GSM3631409,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631409,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641468,Postnatal week 10,RNA-Seq,120,1879800,PRJNA524496,SAMN11027752,1059754,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439758,Nos3-/-,GSM3631410,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631410,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641469,Postnatal week 10,RNA-Seq,120,11430000,PRJNA524496,SAMN11027751,6025610,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439759,Nos3-/-,GSM3631411,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631411,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641470,Postnatal week 10,RNA-Seq,120,12108600,PRJNA524496,SAMN11027750,6383954,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439760,Nos3-/-,GSM3631412,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631412,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641471,Postnatal week 10,RNA-Seq,120,17299080,PRJNA524496,SAMN11027749,9052658,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439761,Nos3-/-,GSM3631413,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631413,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
SRR8641472,Postnatal week 10,RNA-Seq,120,12020640,PRJNA524496,SAMN11027748,6361991,0,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5439762,Nos3-/-,GSM3631414,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-03-10T00:00:00Z,GSM3631414,"single-cell suspension from whole glomerulus\, kidney",SRP187015,C57BL/6,Control
